Date,Open,High,Low,Close,ind
31-October-2018,33963.09,34463.38,33587.24,34442.05,1197
30-October-2018,34068.92,34176.36,33799.79,33891.13,1196
29-October-2018,33549.88,34154.6,33341.8,34067.4,1195
26-October-2018,33776.8,33776.8,33291.58,33349.31,1194
25-October-2018,33778.6,33838.76,33553.18,33690.09,1193
24-October-2018,34203.7,34300.97,33726.07,34033.96,1192
23-October-2018,33935.88,34073.92,33742.75,33847.23,1191
22-October-2018,34689.39,34748.69,34082.76,34134.38,1190
19-October-2018,34563.29,34563.29,34140.32,34315.63,1189
17-October-2018,35543.38,35605.43,34727.16,34779.58,1188
16-October-2018,35004.33,35215.79,34913.06,35162.48,1187
15-October-2018,34971.83,35008.65,34559.98,34865.1,1186
12-October-2018,34291.92,34808.42,34279.78,34733.58,1185
11-October-2018,34063.82,34325.18,33723.53,34001.15,1184
10-October-2018,34493.21,34858.35,34346.5,34760.89,1183
9-October-2018,34651.82,34711.68,34233.5,34299.47,1182
8-October-2018,34412.36,34636.43,33974.66,34474.38,1181
5-October-2018,35097.99,35118.54,34202.22,34376.99,1180
4-October-2018,35820.53,35820.53,35022.12,35169.16,1179
3-October-2018,36602.85,36602.85,35911.82,35975.63,1178
1-October-2018,36274.25,36616.64,35960.65,36526.14,1177
28-September-2018,36452.74,36551.86,35985.63,36227.14,1176
27-September-2018,36691.93,36711.62,36238.23,36324.17,1175
26-September-2018,36936.64,36938.74,36357.93,36542.27,1174
25-September-2018,36350.25,36705.79,36064.1,36652.06,1173
24-September-2018,36924.72,36945.5,36216.95,36305.02,1172
21-September-2018,37278.89,37489.24,35993.64,36841.6,1171
19-September-2018,37432.93,37530.63,37062.69,37121.22,1170
18-September-2018,37660.19,37745.44,37242.85,37290.67,1169
17-September-2018,38027.81,38027.81,37548.93,37585.51,1168
14-September-2018,37939.29,38125.62,37859.52,38090.64,1167
12-September-2018,37546.42,37752.58,37342,37717.96,1166
11-September-2018,38017.49,38043.27,37361.2,37413.13,1165
10-September-2018,38348.39,38354.52,37882.83,37922.17,1164
7-September-2018,38314.55,38421.56,38067.22,38389.82,1163
6-September-2018,38161.85,38320.96,37912.5,38242.81,1162
5-September-2018,38192.95,38250.61,37774.42,38018.31,1161
4-September-2018,38460.96,38518.56,38098.6,38157.92,1160
3-September-2018,38915.91,38934.35,38270.01,38312.52,1159
31-August-2018,38704.84,38838.45,38562.21,38645.07,1158
30-August-2018,38796.98,38819.06,38581.83,38690.1,1157
29-August-2018,38989.65,38989.65,38679.57,38722.93,1156
28-August-2018,38814.76,38938.91,38760.58,38896.63,1155
27-August-2018,38472.03,38736.88,38416.73,38694.11,1154
24-August-2018,38366.79,38429.5,38172.77,38251.8,1153
23-August-2018,38416.65,38487.63,38227.36,38336.76,1152
21-August-2018,38360.32,38402.96,38213.87,38285.75,1151
20-August-2018,38075.07,38340.69,38050.69,38278.75,1150
17-August-2018,37898.6,38022.32,37840.16,37947.88,1149
16-August-2018,37796.01,37891.92,37634.13,37663.56,1148
14-August-2018,37749.59,37932.4,37689.71,37852,1147
13-August-2018,37693.19,37799.54,37559.26,37644.9,1146
10-August-2018,38050.07,38051.45,37815.75,37869.23,1145
9-August-2018,37994.51,38076.23,37939.28,38024.37,1144
8-August-2018,37756.24,37931.42,37641.4,37887.56,1143
7-August-2018,37849.21,37876.87,37586.88,37665.8,1142
6-August-2018,37714.7,37805.25,37643.29,37691.89,1141
3-August-2018,37327.16,37582.27,37319.61,37556.16,1140
2-August-2018,37529.69,37529.69,37128.99,37165.16,1139
1-August-2018,37643.87,37711.87,37432.91,37521.62,1138
31-July-2018,37534.95,37644.59,37298.75,37606.58,1137
30-July-2018,37491.39,37533.5,37292.45,37494.4,1136
27-July-2018,37253.86,37368.62,37134.88,37336.85,1135
26-July-2018,36928.38,37061.62,36852.53,36984.64,1134
25-July-2018,36928.06,36947.18,36803.15,36858.23,1133
24-July-2018,36859.39,36902.06,36709.72,36825.1,1132
23-July-2018,36501.05,36749.69,36491.83,36718.6,1131
20-July-2018,36377.03,36567.34,36335.61,36496.37,1130
19-July-2018,36509.08,36515.58,36279.33,36351.23,1129
18-July-2018,36722.41,36747.87,36320.92,36373.44,1128
17-July-2018,36390.99,36549.55,36261.78,36519.96,1127
16-July-2018,36658.71,36658.71,36298.94,36323.77,1126
13-July-2018,36635.14,36740.07,36501.61,36541.63,1125
12-July-2018,36424.23,36699.53,36422.08,36548.41,1124
11-July-2018,36299.26,36362.3,36169.7,36265.93,1123
10-July-2018,36068.27,36274.33,36019.63,36239.62,1122
9-July-2018,35835.1,35977.37,35779.72,35934.72,1121
6-July-2018,35543.66,35799.71,35532.21,35657.86,1120
5-July-2018,35703.17,35748.26,35517.79,35574.55,1119
4-July-2018,35385.52,35667.31,35309.67,35645.4,1118
3-July-2018,35344.21,35445.21,35195.63,35378.6,1117
2-July-2018,35545.22,35578.24,35106.57,35264.41,1116
29-June-2018,35128.16,35459.05,35099.65,35423.48,1115
28-June-2018,35207.19,35282.4,34937.15,35037.64,1114
27-June-2018,35543.89,35618.85,35154.21,35217.11,1113
26-June-2018,35355.72,35616.64,35338.09,35490.04,1112
25-June-2018,35783.75,35806.97,35430.11,35470.35,1111
22-June-2018,35428.42,35741.26,35344.49,35689.6,1110
21-June-2018,35644.05,35678.69,35396.97,35432.39,1109
20-June-2018,35329.61,35571.37,35329.51,35547.33,1108
19-June-2018,35552.47,35552.47,35249.06,35286.74,1107
18-June-2018,35698.43,35721.55,35518.73,35548.26,1106
15-June-2018,35656.26,35675.2,35419.68,35622.14,1105
14-June-2018,35743.1,35749.88,35488.55,35599.82,1104
13-June-2018,35835.44,35877.41,35715.96,35739.16,1103
12-June-2018,35525.3,35743.08,35479.07,35692.52,1102
11-June-2018,35472.59,35704.84,35444.49,35483.47,1101
8-June-2018,35406.47,35484.94,35260,35443.67,1100
7-June-2018,35278.38,35628.49,35278.38,35463.08,1099
6-June-2018,34932.49,35230.54,34896.37,35178.88,1098
5-June-2018,35029.45,35073.12,34784.68,34903.21,1097
4-June-2018,35503.24,35555.59,34982.25,35011.89,1096
1-June-2018,35373.98,35438.22,35177.35,35227.26,1095
31-May-2018,35083.81,35416.03,34926.08,35322.38,1094
30-May-2018,34876.13,35017.45,34735.11,34906.11,1093
29-May-2018,35213.14,35234.14,34922.18,34949.24,1092
28-May-2018,35074.32,35240.96,35006.5,35165.48,1091
25-May-2018,34753.47,35017.93,34700.52,34924.87,1090
24-May-2018,34404.14,34741.46,34367.83,34663.11,1089
23-May-2018,34656.63,34668.47,34302.89,34344.91,1088
22-May-2018,34601.49,34754.6,34550.22,34651.24,1087
21-May-2018,34873.16,34973.95,34593.82,34616.13,1086
18-May-2018,35143.59,35163.11,34821.62,34848.3,1085
17-May-2018,35483.62,35510.01,35087.82,35149.12,1084
16-May-2018,35452.35,35543.89,35241.63,35387.88,1083
15-May-2018,35537.85,35993.53,35497.92,35543.94,1082
14-May-2018,35555.83,35642.72,35456.56,35556.71,1081
11-May-2018,35287.99,35596.15,35262.06,35535.79,1080
10-May-2018,35353.96,35500.76,35203.85,35246.27,1079
9-May-2018,35198.08,35404.83,35134.2,35319.35,1078
8-May-2018,35349.85,35388.87,35136.01,35216.32,1077
7-May-2018,34983.59,35259.81,34977.74,35208.14,1076
4-May-2018,35144.96,35206.55,34847.61,34915.38,1075
3-May-2018,35257.31,35257.31,35020.08,35103.14,1074
2-May-2018,35328.91,35357.15,35072.42,35176.42,1073
30-April-2018,35021.2,35213.3,35004,35160.36,1072
27-April-2018,34747.04,35065.37,34744.73,34969.7,1071
26-April-2018,34532.95,34747.97,34505.62,34713.6,1070
25-April-2018,34593.17,34631.27,34400.56,34501.27,1069
24-April-2018,34491.38,34706.71,34465.49,34616.64,1068
23-April-2018,34493.69,34663.95,34259.27,34450.77,1067
20-April-2018,34434.14,34487.33,34311.29,34415.58,1066
19-April-2018,34403.67,34478.82,34358.91,34427.29,1065
18-April-2018,34443.42,34591.81,34270.04,34331.68,1064
17-April-2018,34381.8,34434.14,34229.83,34395.06,1063
16-April-2018,33944.73,34341.46,33899.34,34305.43,1062
13-April-2018,34167.53,34313.14,34103.53,34192.65,1061
12-April-2018,33987.55,34177.44,33924.88,34101.13,1060
11-April-2018,33970.35,33981.54,33750.74,33940.44,1059
10-April-2018,33880.11,33949.98,33813.3,33880.25,1058
9-April-2018,33653.61,33846.5,33578.91,33788.54,1057
6-April-2018,33608.59,33697.51,33501.37,33626.97,1056
5-April-2018,33289.96,33637.46,33267.86,33596.8,1055
4-April-2018,33437.52,33505.53,32972.56,33019.07,1054
3-April-2018,33197.42,33402.94,33153.83,33370.63,1053
2-April-2018,33030.87,33289.34,32997.88,33255.36,1052
28-March-2018,33098.09,33104.11,32917.66,32968.68,1051
27-March-2018,33172.98,33371.04,33077.13,33174.39,1050
26-March-2018,32536.44,33115.41,32515.17,33066.41,1049
23-March-2018,32650.89,32720.03,32483.84,32596.54,1048
22-March-2018,33206.99,33281.77,32963.31,33006.27,1047
21-March-2018,33090.82,33354.93,33070.53,33136.18,1046
20-March-2018,32876.48,33102.74,32810.86,32996.76,1045
19-March-2018,33268.97,33275.79,32856.54,32923.12,1044
16-March-2018,33685.86,33691.32,33119.92,33176,1043
15-March-2018,33843.47,33866.28,33637.28,33685.54,1042
14-March-2018,33733.55,33875.15,33580.69,33835.74,1041
13-March-2018,33818.22,34077.32,33722.96,33856.78,1040
12-March-2018,33468.16,33962.48,33468.16,33917.94,1039
9-March-2018,33465.05,33519.49,33256.42,33307.14,1038
8-March-2018,33244.52,33439.97,33037.48,33351.57,1037
7-March-2018,33279.39,33331.21,32991.14,33033.09,1036
6-March-2018,34047.43,34060.13,33209.76,33317.2,1035
5-March-2018,34034.28,34034.28,33653.41,33746.78,1034
1-March-2018,34141.22,34278.63,34015.79,34046.94,1033
28-February-2018,34155.63,34302.74,34076.45,34184.04,1032
27-February-2018,34558.56,34610.79,34314.87,34346.39,1031
26-February-2018,34225.72,34483.39,34225.72,34445.75,1030
23-February-2018,33832,34167.6,33832,34142.15,1029
22-February-2018,33817.09,33868.74,33691.42,33819.5,1028
21-February-2018,33813.83,33911.36,33702.5,33844.86,1027
20-February-2018,33913.94,33960.95,33657.89,33703.59,1026
19-February-2018,34053.95,34122.96,33554.37,33774.66,1025
16-February-2018,34411.24,34508.24,33957.33,34010.76,1024
15-February-2018,34207.57,34535.08,34186.01,34297.47,1023
14-February-2018,34436.98,34473.43,34028.68,34155.95,1022
12-February-2018,34203.34,34351.34,34115.12,34300.47,1021
9-February-2018,34002.45,34070.73,33849.65,34005.76,1020
8-February-2018,34208.11,34634.35,34108.76,34413.16,1019
7-February-2018,34563.3,34666.33,34008.42,34082.71,1018
6-February-2018,33753.78,34521.01,33482.81,34195.94,1017
5-February-2018,34718.85,34874.17,34520.8,34757.16,1016
2-February-2018,35707.6,35738.13,35006.41,35066.75,1015
1-February-2018,36048.99,36256.83,35501.74,35906.66,1014
31-January-2018,35951.64,36050.69,35818.41,35965.02,1013
30-January-2018,36277.12,36291.82,35993.41,36033.73,1012
29-January-2018,36106.36,36443.98,36093.36,36283.25,1011
25-January-2018,36208.39,36247.02,35823.35,36050.44,1010
24-January-2018,36161.62,36268.19,36036.51,36161.64,1009
23-January-2018,35868.19,36170.83,35863.98,36139.98,1008
22-January-2018,35613.97,35827.7,35544.68,35798.01,1007
19-January-2018,35339.11,35542.17,35221.16,35511.58,1006
18-January-2018,35366.45,35507.36,35166.44,35260.29,1005
17-January-2018,34753.8,35118.61,34700.82,35081.82,1004
16-January-2018,34877.71,34936.03,34735.55,34771.05,1003
15-January-2018,34687.21,34963.69,34687.21,34843.51,1002
12-January-2018,34578.99,34638.42,34342.16,34592.39,1001
11-January-2018,34471.48,34558.88,34400.61,34503.49,1000
10-January-2018,34538.78,34565.63,34311.63,34433.07,999
9-January-2018,34431.61,34488.03,34343.41,34443.19,998
8-January-2018,34216.33,34385.67,34216.33,34352.79,997
5-January-2018,34021.27,34188.85,34020.84,34153.85,996
4-January-2018,33912.49,33995.4,33802.13,33969.64,995
3-January-2018,33929.61,33998.37,33765.43,33793.38,994
2-January-2018,33913.55,33964.14,33703.37,33812.26,993
1-January-2018,34059.99,34101.13,33766.15,33812.75,992
29-December-2017,33889.39,34086.05,33889.39,34056.83,991
28-December-2017,33928.86,34023.65,33752.03,33848.03,990
27-December-2017,34087.32,34137.97,33839.51,33911.81,989
26-December-2017,33980.76,34061.88,33889.75,34010.61,988
22-December-2017,33768.47,33964.28,33767.73,33940.3,987
21-December-2017,33826.25,33860.99,33707.8,33756.28,986
20-December-2017,33928.59,33956.31,33754.94,33777.38,985
19-December-2017,33732.08,33862.07,33666.62,33836.74,984
18-December-2017,33364.52,33801.9,32595.63,33601.68,983
15-December-2017,33456.02,33621.96,33405.82,33462.97,982
14-December-2017,33114.69,33321.52,32886.93,33246.7,981
13-December-2017,33229.73,33404.26,32988.82,33053.04,980
12-December-2017,33426.59,33458.41,33179.75,33227.99,979
11-December-2017,33317.72,33535.97,33313.17,33455.79,978
8-December-2017,33034.2,33285.68,33034.2,33250.3,977
7-December-2017,32615.05,32992.45,32598.12,32949.21,976
6-December-2017,32798.5,32804.75,32565.16,32597.18,975
5-December-2017,32814.03,32893.05,32682.52,32802.44,974
4-December-2017,32968.02,33008.47,32785.76,32869.72,973
1-December-2017,33247.66,33300.81,32797.78,32832.94,972
30-November-2017,33542.5,33576.2,33108.72,33149.35,971
29-November-2017,33664.27,33728.81,33553.12,33602.76,970
28-November-2017,33726.65,33770.15,33576.65,33618.59,969
27-November-2017,33640.51,33745.17,33540.46,33724.44,968
24-November-2017,33670,33738.53,33639.98,33679.24,967
23-November-2017,33575.91,33670.19,33468.3,33588.08,966
22-November-2017,33569.07,33654.53,33465.23,33561.55,965
21-November-2017,33438.28,33625.05,33437.61,33478.35,964
20-November-2017,33365.84,33449.53,33288.21,33359.9,963
17-November-2017,33388.47,33520.82,33278.91,33342.8,962
16-November-2017,32829.82,33165.15,32829.82,33106.82,961
15-November-2017,32944.94,32944.94,32683.59,32760.44,960
14-November-2017,32990.03,33126.55,32907.11,32941.87,959
13-November-2017,33397.41,33417.3,32999.98,33033.56,958
10-November-2017,33235.75,33380.42,33108.09,33314.56,957
9-November-2017,33376.62,33463.8,33111.54,33250.93,956
8-November-2017,33417.35,33484.7,33157.68,33218.81,955
7-November-2017,33781.01,33865.95,33341.82,33370.76,954
6-November-2017,33710.15,33848.42,33582.38,33731.19,953
3-November-2017,33667.34,33733.71,33531.94,33685.56,952
2-November-2017,33615.84,33657.57,33527,33573.22,951
1-November-2017,33344.23,33651.52,33340.62,33600.27,950
31-October-2017,33254.93,33294.3,33164.28,33213.13,949
30-October-2017,33260.1,33340.17,33206.93,33266.16,948
27-October-2017,33228.32,33286.51,33109.41,33157.22,947
26-October-2017,33025.17,33196.17,32835.06,33147.13,946
25-October-2017,32995.28,33117.33,32804.6,33042.5,945
24-October-2017,32619.26,32670.37,32502.08,32607.34,944
23-October-2017,32411.86,32614.89,32312.74,32506.72,943
19-October-2017,32656.75,32663.06,32319.37,32389.96,942
18-October-2017,32518.56,32670.32,32462.85,32584.35,941
17-October-2017,32654.41,32699.86,32556.74,32609.16,940
16-October-2017,32488.23,32687.32,32445.43,32633.64,939
13-October-2017,32247.74,32508.59,32247.74,32432.69,938
12-October-2017,31887.47,32209.03,31813.67,32182.22,937
11-October-2017,31975.59,32098.46,31769.4,31833.99,936
10-October-2017,31910.82,31994.77,31896.9,31924.41,935
9-October-2017,31862.2,31935.63,31781.75,31846.89,934
6-October-2017,31633.34,31844.28,31632.81,31814.22,933
5-October-2017,31725.85,31772.41,31562.25,31592.03,932
4-October-2017,31522.17,31752.16,31457.78,31671.71,931
3-October-2017,31537.81,31615.28,31440.48,31497.38,930
29-September-2017,31367.25,31523.87,31243.71,31283.72,929
28-September-2017,31216.36,31340.91,31081.83,31282.48,928
27-September-2017,31785.24,31797.46,31100.8,31159.81,927
26-September-2017,31685.81,31693.59,31455.65,31599.76,926
25-September-2017,31986.4,32016.52,31474.56,31626.63,925
22-September-2017,32339.5,32342.81,31886.09,31922.44,924
21-September-2017,32406.42,32462.61,32164.42,32370.04,923
20-September-2017,32467.1,32499.88,32383.82,32400.51,922
19-September-2017,32522.44,32524.11,32358.63,32402.37,921
18-September-2017,32361.37,32508.06,32361.25,32423.76,920
15-September-2017,32207.63,32356.11,32138.38,32272.61,919
14-September-2017,32289.26,32328.61,32186.84,32241.93,918
13-September-2017,32188.95,32348.3,32126.77,32186.41,917
12-September-2017,32029.15,32172.46,31950.24,32158.66,916
11-September-2017,31798.31,31952.87,31797.89,31882.16,915
8-September-2017,31694.15,31763.7,31619,31687.52,914
7-September-2017,31738.74,31814.96,31620.44,31662.74,913
6-September-2017,31713.5,31727.85,31586.53,31661.97,912
5-September-2017,31755.16,31863.47,31674.23,31809.55,911
4-September-2017,31932.2,31932.2,31560.32,31702.25,910
1-September-2017,31769.34,31944.1,31707.27,31892.23,909
31-August-2017,31685.44,31757.18,31551.85,31730.49,908
30-August-2017,31534.57,31727.98,31533.02,31646.46,907
29-August-2017,31724.84,31739.8,31360.81,31388.39,906
28-August-2017,31756.87,31809.7,31701.67,31750.82,905
24-August-2017,31673.44,31678.19,31546.05,31596.06,904
23-August-2017,31407.47,31593.39,31379.25,31568.01,903
22-August-2017,31393.93,31484.28,31241.5,31291.85,902
21-August-2017,31609.93,31641.81,31220.53,31258.85,901
18-August-2017,31729.88,31729.88,31349.13,31524.68,900
17-August-2017,31919.17,31937.51,31714.1,31795.46,899
16-August-2017,31566.24,31805.99,31399.35,31770.89,898
14-August-2017,31299.52,31526.4,31298.9,31449.03,897
11-August-2017,31355.92,31379.2,31128.02,31213.59,896
10-August-2017,31750.73,31756.27,31422.8,31531.33,895
9-August-2017,31926.14,31967.28,31731.91,31797.84,894
8-August-2017,32341.05,32354.77,31915.2,32014.19,893
7-August-2017,32377.8,32396.14,32235.82,32273.67,892
4-August-2017,32191.12,32352.19,32107.99,32325.41,891
3-August-2017,32502.55,32502.55,32194.58,32237.88,890
2-August-2017,32641.58,32686.48,32394.89,32476.74,889
1-August-2017,32579.8,32632.02,32462.25,32575.17,888
31-July-2017,32412.2,32546.5,32324.45,32514.94,887
28-July-2017,32381.36,32381.36,32104.66,32309.88,886
27-July-2017,32519.44,32672.66,32325.33,32383.3,885
26-July-2017,32255.99,32413.63,32226.08,32382.46,884
25-July-2017,32350.71,32374.3,32196.86,32228.27,883
24-July-2017,32100.22,32320.86,32058.33,32245.87,882
21-July-2017,32035.88,32062.23,31808.93,32028.89,881
20-July-2017,32033.82,32057.12,31859.5,31904.4,880
19-July-2017,31882.8,31978.89,31793.72,31955.35,879
18-July-2017,31775.54,31911.61,31626.44,31710.99,878
17-July-2017,32053.98,32131.92,32037.21,32074.78,877
14-July-2017,32099.93,32109.75,31897.87,32020.75,876
13-July-2017,31896.23,32091.52,31892.63,32037.38,875
12-July-2017,31813.24,31865.69,31731.43,31804.82,874
11-July-2017,31789.5,31885.11,31718.48,31747.09,873
10-July-2017,31510.62,31768.39,31471.41,31715.64,872
7-July-2017,31373.52,31426.29,31286.62,31360.63,871
6-July-2017,31298.42,31460.7,31264.86,31369.34,870
5-July-2017,31272.72,31284.64,31177.78,31245.56,869
4-July-2017,31331.21,31353.46,31166.37,31209.79,868
3-July-2017,31156.04,31258.33,31017.11,31221.62,867
30-June-2017,30824.97,30965.45,30680.66,30921.61,866
29-June-2017,30910.97,31097.92,30794.61,30857.52,865
28-June-2017,30988.87,31000.48,30798.7,30834.32,864
27-June-2017,31194.68,31294.96,30847.08,30958.25,863
23-June-2017,31352.57,31365.39,31110.39,31138.21,862
22-June-2017,31351.53,31522.87,31255.63,31290.74,861
21-June-2017,31302.18,31336.44,31193.61,31283.64,860
20-June-2017,31392.53,31392.53,31261.49,31297.53,859
19-June-2017,31168.98,31362.15,31163.35,31311.57,858
16-June-2017,31160.47,31182.73,31017.18,31056.4,857
15-June-2017,31222.89,31229.44,31026.48,31075.73,856
14-June-2017,31147.69,31190.36,31054.94,31155.91,855
13-June-2017,31091.1,31260.77,31062.34,31103.49,854
12-June-2017,31225.43,31225.43,31044.28,31095.7,853
9-June-2017,31196.86,31289.99,31087.28,31262.06,852
8-June-2017,31316.91,31354.51,31193.77,31213.36,851
7-June-2017,31252.71,31346.99,31172.98,31271.28,850
6-June-2017,31420.85,31430.32,31172.55,31190.56,849
5-June-2017,31274.74,31355.42,31198.22,31309.49,848
2-June-2017,31205.37,31332.56,31190.4,31273.29,847
1-June-2017,31117.09,31213.12,31062.02,31137.59,846
31-May-2017,31222.51,31255.28,31107.48,31145.8,845
30-May-2017,31111.73,31220.38,31064.04,31159.4,844
29-May-2017,30944.38,31214.39,30869.9,31109.28,843
26-May-2017,30765.77,31074.07,30745.57,31028.21,842
25-May-2017,30374.81,30793.43,30352.26,30750.03,841
24-May-2017,30446.77,30534.15,30247.6,30301.64,840
23-May-2017,30553.89,30610.64,30316.92,30365.25,839
22-May-2017,30638.88,30712.15,30516.87,30570.97,838
19-May-2017,30539.65,30712.35,30338.52,30464.92,837
18-May-2017,30466.82,30575.83,30393.72,30434.79,836
17-May-2017,30616.53,30692.45,30519.14,30658.77,835
16-May-2017,30391.48,30591.55,30363.37,30582.6,834
15-May-2017,30287.37,30357.96,30273.62,30322.12,833
12-May-2017,30285.61,30299.74,30111.45,30188.15,832
11-May-2017,30309.71,30366.43,30207.11,30250.98,831
10-May-2017,29988.78,30271.6,29987.44,30248.17,830
9-May-2017,29977.5,30017.82,29911.44,29933.25,829
8-May-2017,29915.12,30016.04,29877.41,29926.15,828
5-May-2017,30142.14,30176.55,29823.6,29858.8,827
4-May-2017,30069.72,30169.95,30007.4,30126.21,826
3-May-2017,29984.95,30020.59,29846.57,29894.8,825
2-May-2017,30021.49,30069.24,29804.12,29921.18,824
28-April-2017,30064.6,30067.64,29848.21,29918.4,823
27-April-2017,30141.39,30184.22,29973.4,30029.74,822
26-April-2017,30030.2,30167.09,29968.57,30133.35,821
25-April-2017,29825.14,29961.82,29780.84,29943.24,820
24-April-2017,29407.68,29681.33,29392.99,29655.84,819
21-April-2017,29575.66,29584.34,29259.42,29365.3,818
20-April-2017,29358.59,29453.06,29341.68,29422.39,817
19-April-2017,29369.9,29388.25,29241.48,29336.57,816
18-April-2017,29487.78,29701.19,29286.38,29319.1,815
17-April-2017,29470.27,29494.08,29363.28,29413.66,814
13-April-2017,29637.12,29660.48,29442.26,29461.45,813
12-April-2017,29838.82,29838.82,29549.74,29643.48,812
11-April-2017,29630.06,29804.51,29570.58,29788.35,811
10-April-2017,29752.62,29831.32,29553.04,29575.74,810
7-April-2017,29850.71,29886.12,29668.45,29706.61,809
6-April-2017,29946.89,29954.25,29817.59,29927.34,808
5-April-2017,29996.03,30007.48,29817.69,29974.24,807
3-April-2017,29737.73,29926.94,29705.72,29910.22,806
31-March-2017,29633.91,29687.64,29552.61,29620.5,805
30-March-2017,29538.03,29684.54,29521.65,29647.42,804
29-March-2017,29463.01,29554.39,29439.42,29531.43,803
28-March-2017,29301.22,29442.18,29301.22,29409.52,802
27-March-2017,29395.68,29420.7,29163.54,29237.15,801
24-March-2017,29350.6,29539.85,29350.17,29421.4,800
23-March-2017,29201.01,29373.79,29198.08,29332.16,799
22-March-2017,29341.41,29341.41,29137.48,29167.68,798
21-March-2017,29525.88,29585.05,29380.14,29485.45,797
20-March-2017,29653.54,29699.48,29482.4,29518.74,796
17-March-2017,29755.74,29824.62,29601.86,29648.99,795
16-March-2017,29482.83,29614.79,29482.83,29585.85,794
15-March-2017,29452.86,29500.08,29358.91,29398.11,793
14-March-2017,29437.23,29561.93,29356.05,29442.63,792
10-March-2017,29006,29076.63,28851.04,28946.23,791
9-March-2017,28909.7,28986.72,28815.02,28929.13,790
8-March-2017,29021.06,29022.32,28815.48,28901.94,789
7-March-2017,29092.16,29098.17,28957.68,28999.56,788
6-March-2017,28859.21,29070.2,28856.12,29048.19,787
3-March-2017,28827.5,28860.13,28716.21,28832.45,786
2-March-2017,29117.38,29145.62,28784.31,28839.79,785
1-March-2017,28849.04,29029.17,28824.17,28984.49,784
28-February-2017,28825.19,28876.54,28721.12,28743.32,783
27-February-2017,28910.5,28961.83,28791.19,28812.88,782
23-February-2017,28927.67,29065.31,28860.46,28892.97,781
22-February-2017,28822.4,28963.52,28789.3,28864.71,780
21-February-2017,28716.7,28801,28597.33,28761.59,779
20-February-2017,28481.91,28696.53,28419.27,28661.58,778
17-February-2017,28670.43,28726.26,28410.91,28468.75,777
16-February-2017,28223.85,28327.84,28146.19,28301.27,776
15-February-2017,28270.11,28382.32,28102.23,28155.56,775
14-February-2017,28386.12,28393.42,28263.45,28339.31,774
13-February-2017,28450.42,28458.8,28197.38,28351.62,773
10-February-2017,28367.17,28456.18,28286.8,28334.25,772
9-February-2017,28349.22,28469.48,28152.18,28329.7,771
8-February-2017,28386.08,28391.64,28149.08,28289.92,770
7-February-2017,28443.23,28483.41,28239.12,28335.16,769
6-February-2017,28340.39,28487.28,28340.39,28439.28,768
3-February-2017,28270.67,28280.58,28127.18,28240.52,767
2-February-2017,28167.83,28299.92,28070.81,28226.61,766
1-February-2017,27669.08,28159.54,27590.1,28141.64,765
31-January-2017,27867.92,27867.92,27624.54,27655.96,764
