Date,Open,High,Low,Price
"Jan 30, 2017",8635.55,8662.6,8617.75,8632.75
"Jan 27, 2017",8610.5,8672.7,8606.9,8641.25
"Jan 25, 2017",8499.45,8612.6,8493.95,8602.75
"Jan 24, 2017",8407.05,8480.95,8398.15,8475.8
"Jan 23, 2017",8329.6,8404.15,8327.2,8391.5
"Jan 20, 2017",8404.35,8423.65,8340.95,8349.35
"Jan 19, 2017",8418.4,8445.15,8404.05,8435.1
"Jan 18, 2017",8403.85,8460.3,8397.4,8417
"Jan 17, 2017",8415.05,8440.9,8378.3,8398
"Jan 16, 2017",8390.95,8426.7,8374.4,8412.8
"Jan 13, 2017",8457.65,8461.05,8373.15,8400.35
"Jan 12, 2017",8391.05,8417.2,8382.3,8407.2
"Jan 11, 2017",8327.8,8389,8322.25,8380.65
"Jan 10, 2017",8262.7,8293.8,8261,8288.6
"Jan 09, 2017",8259.35,8263,8227.75,8236.05
"Jan 06, 2017",8281.85,8306.85,8233.25,8243.8
"Jan 05, 2017",8226.65,8282.65,8223.7,8273.8
"Jan 04, 2017",8202.65,8218.5,8180.9,8190.5
"Jan 03, 2017",8196.05,8219.1,8148.6,8192.25
"Jan 02, 2017",8210.1,8212,8133.8,8179.5
"Dec 30, 2016",8119.65,8197,8114.75,8185.8
"Dec 29, 2016",8030.6,8111.1,8020.8,8103.6
"Dec 28, 2016",8047.55,8100.55,8028.4,8034.85
"Dec 27, 2016",7915.05,8044.65,7903.7,8032.85
"Dec 26, 2016",7965.1,7970.05,7893.8,7908.25
"Dec 23, 2016",7972.5,8022.6,7942.05,7985.75
"Dec 22, 2016",8043.85,8046.45,7964.95,7979.1
"Dec 21, 2016",8105.85,8112.55,8053.25,8061.3
"Dec 20, 2016",8110.6,8124.1,8062.75,8082.4
"Dec 19, 2016",8126,8132.5,8094.85,8104.35
"Dec 16, 2016",8178.2,8178.7,8127.45,8139.45
"Dec 15, 2016",8128.4,8225.9,8121.95,8153.6
"Dec 14, 2016",8229.35,8229.4,8165.1,8182.45
"Dec 13, 2016",8196.15,8228.85,8155.8,8221.8
"Dec 12, 2016",8230.65,8230.65,8154.45,8170.8
"Dec 09, 2016",8271.7,8274.95,8241.95,8261.75
"Dec 08, 2016",8152.1,8256.25,8151.75,8246.85
"Dec 07, 2016",8168.4,8190.45,8077.5,8102.05
"Dec 06, 2016",8153.15,8178.7,8130.85,8143.15
"Dec 05, 2016",8088.75,8141.9,8056.85,8128.75
"Dec 02, 2016",8153.55,8159.3,8070.05,8086.8
"Dec 01, 2016",8244,8250.8,8185.05,8192.9
"Nov 30, 2016",8172.15,8234.25,8139.25,8224.5
"Nov 29, 2016",8131.55,8197.35,8128.7,8142.15
"Nov 28, 2016",8080.65,8146.5,8066.5,8126.9
"Nov 25, 2016",8007.95,8122.25,7976.75,8114.3
"Nov 24, 2016",8011.8,8024.85,7952.55,7965.5
"Nov 23, 2016",8051.2,8055.2,7973.1,8033.3
"Nov 22, 2016",7989.15,8019.05,7938.15,8002.3
"Nov 21, 2016",8102.1,8102.45,7916.4,7929.1
"Nov 18, 2016",8097.55,8128.95,8048.3,8074.1
"Nov 17, 2016",8105.1,8151.25,8060.3,8079.95
"Nov 16, 2016",8205.65,8210.05,8089.4,8111.6
"Nov 15, 2016",8284.85,8288.55,8093.2,8108.45
"Nov 11, 2016",8456.65,8460.6,8284.95,8296.3
"Nov 10, 2016",8555.6,8598.45,8510.7,8525.75
"Nov 09, 2016",8067.5,8476.2,8002.25,8432
"Nov 08, 2016",8540,8559.4,8480.1,8543.55
"Nov 07, 2016",8535.75,8535.85,8481.45,8497.05
"Nov 04, 2016",8503.6,8504,8400.25,8433.75
"Nov 03, 2016",8499.85,8537.65,8476.15,8484.95
"Nov 02, 2016",8542.8,8549.5,8504.85,8514
"Nov 01, 2016",8653.15,8669.6,8614.5,8626.25
"Oct 30, 2016",8672.35,8678.25,8616.25,8625.7
"Oct 28, 2016",8625,8653.75,8581.75,8638
"Oct 27, 2016",8607.1,8624.85,8550.25,8615.25
"Oct 26, 2016",8657.3,8657.3,8596.6,8615.25
"Oct 25, 2016",8721.7,8722.65,8663.45,8691.3
"Oct 24, 2016",8709.85,8736.95,8684.15,8708.95
"Oct 21, 2016",8708.6,8709.1,8652.05,8693.05
"Oct 20, 2016",8693.35,8727,8678.3,8699.4
"Oct 19, 2016",8697.5,8698.75,8636.7,8659.1
"Oct 18, 2016",8556.05,8685.1,8555.9,8677.9
"Oct 17, 2016",8612.95,8615.4,8506.15,8520.4
"Oct 14, 2016",8594,8604.45,8549.8,8583.4
"Oct 13, 2016",8671.5,8681.55,8541.35,8573.35
"Oct 10, 2016",8735.35,8745.8,8703.95,8708.8
"Oct 07, 2016",8721.7,8723.7,8663.8,8697.6
"Oct 06, 2016",8768.7,8781.15,8684.65,8709.55
"Oct 05, 2016",8806.35,8806.95,8731.4,8743.95
"Oct 04, 2016",8770,8783.65,8736.1,8769.15
"Oct 03, 2016",8666.15,8745.2,8635,8738.1
"Sep 30, 2016",8581.5,8637.15,8555.2,8611.15
"Sep 29, 2016",8792.7,8800.65,8558.25,8591.25
"Sep 28, 2016",8711.2,8767.05,8703.15,8745.15
"Sep 27, 2016",8748.9,8768.5,8690.5,8706.4
"Sep 26, 2016",8807.9,8809.55,8715.1,8723.05
"Sep 23, 2016",8880.75,8885.2,8820.3,8831.55
"Sep 22, 2016",8873.35,8893.35,8837.8,8867.45
"Sep 21, 2016",8790.3,8826.85,8757.3,8777.15
"Sep 20, 2016",8816.1,8816.45,8759.3,8775.9
"Sep 19, 2016",8788.45,8824.3,8774.2,8808.4
"Sep 16, 2016",8780.85,8847.65,8750.5,8779.85
"Sep 15, 2016",8743.85,8751.95,8704.35,8742.55
"Sep 14, 2016",8710.65,8739.85,8688.9,8726.6
"Sep 12, 2016",8732.95,8746.95,8699.4,8715.6
"Sep 09, 2016",8934.3,8939.15,8858.7,8866.7
"Sep 08, 2016",8915.5,8960.35,8896,8952.5
"Sep 07, 2016",8968.7,8968.7,8913.35,8917.95
"Sep 06, 2016",8852.7,8950.85,8848.45,8943
"Sep 02, 2016",8796.35,8824.1,8768.2,8809.65
"Sep 01, 2016",8793.6,8813.25,8759.95,8774.65
"Aug 31, 2016",8754.05,8819.2,8754.05,8786.2
"Aug 30, 2016",8646.75,8750.6,8642.25,8744.35
"Aug 29, 2016",8583.75,8622,8543.75,8607.45
"Aug 26, 2016",8614.35,8622.95,8547.55,8572.55
"Aug 25, 2016",8668.85,8683.05,8583.65,8592.2
"Aug 24, 2016",8648.5,8661.05,8620.9,8650.3
"Aug 23, 2016",8628.35,8642.15,8580,8632.6
"Aug 22, 2016",8667,8684.85,8614,8629.15
"Aug 19, 2016",8694.3,8696.6,8647.1,8666.9
"Aug 18, 2016",8648.85,8690.7,8645.05,8673.25
"Aug 17, 2016",8639.8,8667.1,8603.6,8624.05
"Aug 16, 2016",8670.25,8682.35,8600.45,8642.55
"Aug 12, 2016",8605.45,8684.3,8604.45,8672.15
"Aug 11, 2016",8572.8,8601.15,8540.05,8592.15
"Aug 10, 2016",8686.7,8690.1,8564.6,8575.3
"Aug 09, 2016",8727.8,8728.35,8638.2,8678.25
"Aug 08, 2016",8712.85,8723.5,8697.6,8711.35
"Aug 05, 2016",8600.2,8689.4,8590.15,8683.15
"Aug 04, 2016",8599.95,8601.4,8518.15,8551.1
"Aug 03, 2016",8635.2,8635.45,8529.6,8544.85
"Aug 02, 2016",8647.45,8687.2,8611.4,8622.9
"Aug 01, 2016",8654.3,8711.3,8590.5,8636.55
"Jul 29, 2016",8668.3,8670.35,8631.15,8638.5
"Jul 28, 2016",8636.95,8674.7,8625.25,8666.3
"Jul 27, 2016",8599.4,8665,8572.05,8615.8
"Jul 26, 2016",8633.75,8644.9,8577.15,8590.65
"Jul 25, 2016",8519.95,8641.15,8517.2,8635.65
"Jul 22, 2016",8519.65,8548.95,8489.8,8541.2
"Jul 21, 2016",8582.7,8585.25,8503.45,8510.1
"Jul 20, 2016",8515.45,8569.9,8512.55,8565.85
"Jul 19, 2016",8514.3,8540.05,8476.7,8528.55
"Jul 18, 2016",8564.05,8587.1,8494.35,8508.7
"Jul 15, 2016",8565.45,8594.8,8510.05,8541.4
"Jul 14, 2016",8515.75,8571.4,8500.7,8565
"Jul 13, 2016",8540.45,8550.25,8493.55,8519.5
"Jul 12, 2016",8502.6,8526.6,8479.2,8521.05
"Jul 11, 2016",8413.35,8475.25,8407.05,8467.9
"Jul 08, 2016",8350,8353.3,8287.55,8323.2
"Jul 07, 2016",8342,8361.95,8317.7,8337.9
"Jul 05, 2016",8379.3,8381.45,8319.95,8335.95
"Jul 04, 2016",8376.75,8398.45,8364.7,8370.7
"Jul 01, 2016",8313.05,8356.75,8308.65,8328.35
"Jun 30, 2016",8260.25,8308.15,8242.1,8287.75
"Jun 29, 2016",8173.1,8212.4,8157.65,8204
"Jun 28, 2016",8096.05,8146.35,8086.85,8127.85
"Jun 27, 2016",8039.35,8120.65,8039.35,8094.7
"Jun 24, 2016",8029.1,8100.7,7927.05,8088.6
"Jun 23, 2016",8201.15,8285.6,8188.3,8270.45
"Jun 22, 2016",8213.65,8238.35,8153.25,8203.7
"Jun 21, 2016",8255.4,8257.25,8202.15,8219.9
"Jun 20, 2016",8115.75,8244.15,8107.35,8238.5
"Jun 17, 2016",8176.65,8195.25,8135.8,8170.2
"Jun 16, 2016",8180.65,8180.65,8074.45,8140.75
"Jun 15, 2016",8139.4,8213.2,8123.15,8206.6
"Jun 14, 2016",8134.4,8134.95,8069.5,8108.85
"Jun 13, 2016",8102.25,8125.25,8063.9,8110.6
"Jun 10, 2016",8180.25,8265.6,8162.85,8170.05
"Jun 09, 2016",8273.35,8273.35,8184.6,8203.6
"Jun 08, 2016",8285.5,8288.9,8252.05,8273.05
"Jun 07, 2016",8235.55,8294.95,8216.4,8266.45
"Jun 06, 2016",8228.75,8234.7,8186.05,8201.05
"Jun 03, 2016",8246.2,8262,8209.85,8220.8
"Jun 02, 2016",8156.9,8229.5,8154.75,8218.95
"Jun 01, 2016",8179.2,8215.35,8171.05,8179.95
"May 31, 2016",8209.85,8213.6,8134.3,8160.1
"May 30, 2016",8166.5,8200,8150.8,8178.5
"May 27, 2016",8081.95,8164.2,8077.05,8156.65
"May 26, 2016",7974.45,8083,7948.5,8069.65
"May 25, 2016",7811.8,7941.2,7809.3,7934.9
"May 24, 2016",7738.05,7761.55,7715.8,7748.85
"May 23, 2016",7813.95,7820.6,7722.2,7731.05
"May 20, 2016",7792.2,7812.4,7735.75,7749.7
"May 19, 2016",7875.5,7876.2,7766.8,7783.4
"May 18, 2016",7846.75,7882.05,7810.75,7870.15
"May 17, 2016",7896.85,7940.1,7879.7,7890.75
"May 16, 2016",7831.2,7873.9,7772.15,7860.75
"May 13, 2016",7881,7881,7784.2,7814.9
"May 12, 2016",7871.45,7916.05,7849.65,7900.4
"May 11, 2016",7804.65,7893.1,7780.9,7848.85
"May 10, 2016",7873.55,7896.9,7837.7,7887.8
"May 09, 2016",7755.25,7873.65,7753.55,7866.05
"May 06, 2016",7717.65,7738.9,7678.35,7733.45
"May 05, 2016",7731,7777.55,7706.85,7735.5
"May 04, 2016",7724.15,7749,7697.25,7706.55
"May 03, 2016",7824.8,7890.25,7735.15,7747
"May 02, 2016",7822.7,7829.8,7777.3,7805.9
"Apr 29, 2016",7844.25,7889.05,7788.7,7849.8
"Apr 28, 2016",7967.4,7992,7834.45,7847.25
"Apr 27, 2016",7942,7991,7940.55,7979.9
"Apr 26, 2016",7828.15,7974.5,7822.55,7962.65
"Apr 25, 2016",7894.8,7911,7827,7855.05
"Apr 22, 2016",7891.8,7923.35,7873.35,7899.3
"Apr 21, 2016",7953.65,7978.45,7884.1,7912.05
"Apr 20, 2016",7950.05,7950.4,7877.55,7914.75
"Apr 18, 2016",7908.15,7920.6,7842.75,7914.7
"Apr 13, 2016",7777.15,7864.8,7772.2,7850.45
"Apr 12, 2016",7669.25,7717.4,7663.35,7708.95
"Apr 11, 2016",7577.8,7678.8,7516.85,7671.4
"Apr 08, 2016",7542.35,7569.35,7526.7,7555.2
"Apr 07, 2016",7630.4,7630.75,7535.85,7546.45
"Apr 06, 2016",7636.05,7638.65,7591.75,7614.35
"Apr 05, 2016",7736.3,7736.3,7588.65,7603.2
"Apr 04, 2016",7733.15,7764.45,7704.4,7758.8
"Apr 01, 2016",7718.05,7740.15,7666.1,7713.05
"Mar 31, 2016",7727.65,7777.6,7702,7738.4
"Mar 30, 2016",7651.1,7741.95,7643.45,7735.2
"Mar 29, 2016",7606.55,7652.9,7582.25,7597
"Mar 28, 2016",7741,7749.4,7587.7,7615.1
"Mar 23, 2016",7717.45,7726.85,7670.6,7716.5
"Mar 22, 2016",7695.55,7728.2,7643.8,7714.9
"Mar 21, 2016",7619.2,7713.55,7617.7,7704.25
"Mar 18, 2016",7534.65,7613.6,7517.9,7604.35
"Mar 17, 2016",7557.4,7585.3,7479.4,7512.55
"Mar 16, 2016",7457.05,7508,7405.15,7498.75
"Mar 15, 2016",7535.85,7545.2,7452.8,7460.6
"Mar 14, 2016",7542.6,7583.7,7515.05,7538.75
"Mar 11, 2016",7484.85,7543.95,7460.6,7510.2
"Mar 10, 2016",7545.35,7547.1,7447.4,7486.15
"Mar 09, 2016",7436.1,7539,7424.3,7531.8
"Mar 08, 2016",7486.4,7527.15,7442.15,7485.3
"Mar 04, 2016",7505.4,7505.9,7444.1,7485.35
"Mar 03, 2016",7429.55,7483.95,7406.05,7475.6
"Mar 02, 2016",7321.7,7380.35,7308.15,7368.85
"Mar 01, 2016",7038.25,7235.5,7035.1,7222.3
"Feb 29, 2016",7050.45,7094.6,6825.8,6987.05
"Feb 26, 2016",7039.3,7052.9,6985.1,7029.75
"Feb 25, 2016",7029.85,7034.2,6961.4,6970.6
"Feb 24, 2016",7075,7090.8,7009.75,7018.7
"Feb 23, 2016",7240.3,7241.7,7090.7,7109.55
"Feb 22, 2016",7208.85,7252.4,7200.7,7234.55
"Feb 19, 2016",7170.55,7226.85,7145.95,7210.75
"Feb 18, 2016",7177.4,7215.1,7127.85,7191.75
"Feb 17, 2016",7058.85,7123.7,6960.65,7108.45
"Feb 16, 2016",7201.25,7204.65,7037.7,7048.25
"Feb 15, 2016",7057.35,7182.8,7056.8,7162.95
"Feb 12, 2016",7023.65,7034.8,6869,6980.95
"Feb 11, 2016",7203.6,7208.65,6959.95,6976.35
"Feb 10, 2016",7264.3,7271.85,7177.75,7215.7
"Feb 09, 2016",7303.95,7323.45,7275.15,7298.2
"Feb 08, 2016",7489.7,7512.55,7363.2,7387.25
"Feb 05, 2016",7418.25,7503.15,7406.65,7489.1
"Feb 04, 2016",7411.45,7457.05,7365.95,7404
"Feb 03, 2016",7392.45,7419.4,7350.3,7361.8
"Feb 02, 2016",7566.65,7576.3,7428.05,7455.55
"Feb 01, 2016",7589.5,7600.45,7541.25,7555.95
"Jan 29, 2016",7413.35,7575.65,7402.8,7563.55
"Jan 28, 2016",7426.5,7468.85,7409.6,7424.65
"Jan 27, 2016",7469.6,7477.9,7419.7,7437.75
"Jan 25, 2016",7468.75,7487.15,7421.2,7436.15
"Jan 22, 2016",7355.7,7433.4,7327.6,7422.45
"Jan 21, 2016",7376.65,7398.7,7250,7276.8
"Jan 20, 2016",7357,7470.9,7241.5,7309.3
"Jan 19, 2016",7381.8,7462.75,7364.15,7435.1
"Jan 18, 2016",7420.35,7463.65,7336.4,7351
"Jan 15, 2016",7561.65,7566.5,7427.3,7437.8
"Jan 14, 2016",7467.4,7604.8,7443.8,7536.8
"Jan 13, 2016",7557.9,7590.95,7425.8,7562.4
"Jan 12, 2016",7587.2,7588.3,7487.8,7510.3
"Jan 11, 2016",7527.45,7605.1,7494.35,7563.85
"Jan 08, 2016",7611.65,7634.1,7581.05,7601.35
"Jan 07, 2016",7673.35,7674.95,7556.6,7568.3
"Jan 06, 2016",7788.05,7800.95,7721.2,7741
"Jan 05, 2016",7828.4,7831.2,7763.25,7784.65
"Jan 04, 2016",7924.55,7937.55,7781.1,7791.3
"Jan 01, 2016",7938.45,7972.55,7909.8,7963.2
"Dec 31, 2015",7897.8,7955.55,7891.15,7946.35
"Dec 30, 2015",7938.6,7944.75,7889.85,7896.25
"Dec 29, 2015",7929.2,7942.15,7902.75,7928.95
"Dec 28, 2015",7863.2,7937.2,7863,7925.15
"Dec 24, 2015",7888.75,7888.75,7835.5,7861.05
"Dec 23, 2015",7830.45,7871.45,7826.1,7865.95
"Dec 22, 2015",7829.4,7846.3,7776.85,7786.1
"Dec 21, 2015",7745.65,7840.75,7733.45,7834.45
"Dec 18, 2015",7828.9,7836.15,7753.35,7761.95
"Dec 17, 2015",7783.05,7852.9,7737.55,7844.35
"Dec 16, 2015",7725.25,7776.6,7715.75,7750.9
"Dec 15, 2015",7659.15,7705,7625.1,7700.9
"Dec 14, 2015",7558.2,7663.95,7551.05,7650.05
"Dec 11, 2015",7699.6,7703.05,7575.3,7610.45
"Dec 10, 2015",7643.3,7691.95,7610,7683.3
"Dec 09, 2015",7695.5,7702.85,7606.9,7612.5
"Dec 08, 2015",7738.5,7771.25,7685.45,7701.7
"Dec 07, 2015",7816.55,7825.4,7746.05,7765.4
"Dec 04, 2015",7817.6,7821.4,7775.7,7781.9
"Dec 03, 2015",7902.3,7912.3,7853.3,7864.15
"Dec 02, 2015",7976.7,7979.3,7910.8,7931.35
"Dec 01, 2015",7958.15,7972.15,7934.15,7954.9
"Nov 30, 2015",7936.25,7966,7922.8,7935.25
"Nov 27, 2015",7910.6,7959.3,7879.45,7942.7
"Nov 26, 2015",7837.15,7897.1,7832,7883.8
"Nov 24, 2015",7837,7870.35,7812.65,7831.6
"Nov 23, 2015",7869.5,7877.5,7825.2,7849.25
"Nov 20, 2015",7841.9,7906.95,7817.8,7856.55
"Nov 19, 2015",7788.5,7854.9,7765.45,7842.75
"Nov 18, 2015",7823.15,7843.4,7725.05,7731.8
"Nov 17, 2015",7848.75,7860.45,7793,7837.55
"Nov 16, 2015",7732.95,7838.85,7714.15,7806.6
"Nov 13, 2015",7762.45,7775.1,7730.9,7762.25
"Nov 11, 2015",7783.35,7783.35,7783.35,7783.35
"Nov 10, 2015",7877.6,7885.1,7772.85,7783.35
"Nov 09, 2015",7788.25,7937.75,7771.7,7915.2
"Nov 06, 2015",7956.55,8002.65,7926.15,7954.3
"Nov 05, 2015",8030.35,8031.2,7944.1,7955.45
"Nov 04, 2015",8104.9,8116.1,8027.3,8040.2
"Nov 03, 2015",8086.35,8100.35,8031.75,8060.7
"Nov 02, 2015",8054.55,8060.7,7995.6,8050.8
"Oct 30, 2015",8123.55,8146.1,8044.4,8065.8
"Oct 29, 2015",8175.45,8179.6,8098,8111.75
"Oct 28, 2015",8188.9,8209.1,8131.8,8171.2
"Oct 27, 2015",8230.35,8241.95,8217.05,8232.9
"Oct 26, 2015",8333.65,8336.3,8252.05,8260.55
"Oct 23, 2015",8308.25,8328.1,8280.75,8295.45
"Oct 21, 2015",8258.35,8294.4,8217.15,8251.7
"Oct 20, 2015",8280.3,8294.05,8229.2,8261.65
"Oct 19, 2015",8262.55,8283.05,8239.2,8275.05
"Oct 16, 2015",8193.65,8246.4,8147.65,8238.15
"Oct 15, 2015",8134.35,8190.55,8129.8,8179.5
"Oct 14, 2015",8102.4,8139.3,8096.35,8107.9
"Oct 13, 2015",8121.95,8150.25,8088.6,8131.7
"Oct 12, 2015",8231.5,8244.5,8128.2,8143.6
"Oct 09, 2015",8186.35,8232.2,8139.65,8189.7
"Oct 08, 2015",8196.75,8196.75,8105.85,8129.35
"Oct 07, 2015",8146.2,8188.9,8132.9,8177.4
"Oct 06, 2015",8180.45,8180.95,8096.5,8152.9
"Oct 05, 2015",8005.1,8128.9,8005.1,8119.3
"Oct 01, 2015",7992.05,8008.25,7930.65,7950.9
"Sep 30, 2015",7924.25,7957.7,7874.5,7948.9
"Sep 29, 2015",7725.7,7926.55,7691.2,7843.3
"Sep 28, 2015",7892.8,7893.95,7787.95,7795.7
"Sep 24, 2015",7838.4,7894.5,7804.1,7868.5
"Sep 23, 2015",7737.35,7882.9,7723.25,7845.95
"Sep 22, 2015",8014.8,8021.6,7787.75,7812
"Sep 21, 2015",7911.5,7987.9,7908.35,7977.1
"Sep 18, 2015",7967.45,8055,7955.85,7981.9
"Sep 16, 2015",7886.85,7913.9,7853.3,7899.15
"Sep 15, 2015",7867.35,7880,7799.75,7829.1
"Sep 14, 2015",7811.1,7879.95,7761.85,7872.25
"Sep 11, 2015",7833.8,7864.85,7759.9,7789.3
"Sep 10, 2015",7729.05,7819.85,7678.5,7788.1
"Sep 09, 2015",7805.85,7846.05,7764.55,7818.6
"Sep 08, 2015",7587.7,7720.9,7539.5,7688.25
"Sep 07, 2015",7685.85,7705.05,7545.9,7558.8
"Sep 04, 2015",7803.4,7804.9,7626.85,7655.05
"Sep 03, 2015",7774.45,7845.6,7754.05,7823
"Sep 02, 2015",7856.65,7862.55,7699.25,7717
"Sep 01, 2015",7907.95,7929.1,7746.5,7785.85
"Aug 31, 2015",8009.25,8043.6,7947.95,7971.3
"Aug 28, 2015",8053.7,8091.8,7961.65,8001.95
"Aug 27, 2015",7921.6,7963.6,7862.3,7948.95
"Aug 26, 2015",7865.25,7930.05,7777.1,7791.85
"Aug 25, 2015",7895.4,7925.4,7667.25,7880.7
"Aug 24, 2015",8055.95,8060.05,7769.4,7809
"Aug 21, 2015",8305.4,8322.2,8225.05,8299.95
"Aug 20, 2015",8471.05,8501.35,8359.75,8372.75
"Aug 19, 2015",8468.05,8520.45,8425.95,8495.15
"Aug 18, 2015",8505.85,8525.75,8433.6,8466.55
"Aug 17, 2015",8530.5,8530.6,8428.05,8477.3
"Aug 14, 2015",8402.35,8530.1,8381.2,8518.55
"Aug 13, 2015",8384.45,8429.5,8339.75,8355.85
"Aug 12, 2015",8445.7,8446.95,8337.95,8349.45
"Aug 11, 2015",8548.45,8556.25,8441.3,8462.35
"Aug 10, 2015",8577,8621.55,8497.8,8525.6
"Aug 07, 2015",8580.8,8595.95,8552.7,8564.6
"Aug 06, 2015",8585.8,8606.3,8551.5,8588.65
"Aug 05, 2015",8547.45,8591.85,8545.85,8567.95
"Aug 04, 2015",8564.1,8565.15,8448.25,8516.9
"Aug 03, 2015",8510.65,8563.95,8508.1,8543.05
"Jul 31, 2015",8456.1,8548.95,8448,8532.85
"Jul 30, 2015",8417,8458.9,8408.3,8421.8
"Jul 29, 2015",8365.6,8381.5,8338.45,8375.05
"Jul 28, 2015",8371.1,8397.4,8321.75,8337
"Jul 27, 2015",8492.1,8492.2,8351.55,8361
"Jul 24, 2015",8588.15,8589.15,8513.5,8521.55
"Jul 23, 2015",8643.95,8654.75,8573.8,8589.8
"Jul 22, 2015",8512.25,8643.9,8498.65,8633.5
"Jul 21, 2015",8601.5,8646.75,8517.9,8529.45
"Jul 20, 2015",8623.9,8624.1,8559,8603.45
"Jul 17, 2015",8623.65,8642.95,8593.15,8609.85
"Jul 16, 2015",8546.15,8616.1,8542.9,8608.05
"Jul 15, 2015",8463.4,8531.4,8462.95,8523.8
"Jul 14, 2015",8470.6,8480.25,8424.1,8454.1
"Jul 13, 2015",8397.25,8471.65,8355.4,8459.65
"Jul 10, 2015",8365.7,8377.1,8315.4,8360.55
"Jul 09, 2015",8364.85,8400.3,8323,8328.55
"Jul 08, 2015",8439.2,8457.5,8341.4,8363.05
"Jul 07, 2015",8525.5,8561.35,8483.85,8510.8
"Jul 06, 2015",8386.15,8533.15,8386.15,8522.15
"Jul 03, 2015",8440.1,8497.75,8424.15,8484.9
"Jul 02, 2015",8471.95,8479.25,8433.2,8444.9
"Jul 01, 2015",8376.25,8481.6,8370.15,8453.05
"Jun 30, 2015",8316.35,8378,8298.95,8368.5
"Jun 29, 2015",8247.05,8329.45,8195.65,8318.4
"Jun 26, 2015",8393.95,8408.55,8339.7,8381.1
"Jun 25, 2015",8336.25,8423.15,8329.5,8398
"Jun 24, 2015",8399.4,8421.35,8338.9,8360.85
"Jun 23, 2015",8377.45,8398.45,8334.95,8381.55
"Jun 22, 2015",8259.3,8369.45,8257.4,8353.1
"Jun 19, 2015",8201.15,8250.8,8195.65,8224.95
"Jun 18, 2015",8113.7,8186.9,8101.8,8174.6
"Jun 17, 2015",8084.2,8136.85,8048.95,8091.55
"Jun 16, 2015",8004.2,8061.85,7952.35,8047.3
"Jun 15, 2015",7986.6,8057.7,7944.85,8013.9
"Jun 12, 2015",7959.85,7995.6,7940.3,7982.9
"Jun 11, 2015",8157.3,8163.05,7958.25,7965.35
"Jun 10, 2015",8024.15,8152.25,8023.8,8124.45
"Jun 09, 2015",8026.5,8057.15,8005.15,8022.4
"Jun 08, 2015",8124.35,8131,8030.55,8044.15
"Jun 05, 2015",8119.15,8191,8100.15,8114.7
"Jun 04, 2015",8155.15,8160.05,8056.75,8130.65
"Jun 03, 2015",8232.45,8236.7,8094.15,8135.1
"Jun 02, 2015",8442.8,8445.35,8226.05,8236.45
"Jun 01, 2015",8417.25,8467.15,8405.4,8433.4
"May 29, 2015",8327.1,8443.9,8305.7,8433.65
"May 28, 2015",8345.7,8364.5,8270.15,8319
"May 27, 2015",8302.75,8342.85,8277.95,8334.6
"May 26, 2015",8377.1,8378.9,8320.05,8339.35
"May 25, 2015",8438.15,8441.95,8364.15,8370.25
"May 22, 2015",8432.5,8489.55,8420.6,8458.95
"May 21, 2015",8434.5,8446.35,8382.5,8421
"May 20, 2015",8392.65,8440.35,8391.45,8423.25
"May 19, 2015",8356.2,8427.8,8335,8365.65
"May 18, 2015",8284.95,8384.6,8271.95,8373.65
"May 15, 2015",8240.3,8279.2,8212.2,8262.35
"May 14, 2015",8232.45,8236.25,8137.3,8224.2
"May 13, 2015",8181.55,8254.95,8089.8,8235.45
"May 12, 2015",8326.15,8326.65,8115.3,8126.95
"May 11, 2015",8243.2,8332.75,8224.65,8325.25
"May 08, 2015",8131.5,8224.95,8123.45,8191.5
"May 07, 2015",8077,8122.6,7997.15,8057.3
"May 06, 2015",8316.6,8331.95,8083,8097
"May 05, 2015",8338.4,8355.65,8280.6,8324.8
"May 04, 2015",8230.05,8346,8220.45,8331.95
"Apr 30, 2015",8224.5,8229.4,8144.75,8181.5
"Apr 29, 2015",8274.8,8308.2,8219.2,8239.75
"Apr 28, 2015",8215.55,8308,8185.15,8285.6
"Apr 27, 2015",8330.55,8334.45,8202.35,8213.8
"Apr 24, 2015",8405.7,8413.3,8273.35,8305.25
"Apr 23, 2015",8478.2,8504.95,8361.85,8398.3
"Apr 22, 2015",8400.4,8449.95,8284.7,8429.7
"Apr 21, 2015",8416.1,8469.35,8352.7,8377.75
"Apr 20, 2015",8618.8,8619.95,8422.75,8448.1
"Apr 17, 2015",8698.05,8699.85,8596.7,8606
"Apr 16, 2015",8757.05,8760,8645.65,8706.7
"Apr 15, 2015",8844.75,8844.8,8722.4,8750.2
"Apr 13, 2015",8801.75,8841.65,8762.1,8834
"Apr 10, 2015",8774.35,8787.4,8733.6,8780.35
"Apr 09, 2015",8756.2,8785.5,8682.45,8778.3
"Apr 08, 2015",8698.95,8730.5,8679.8,8714.4
"Apr 07, 2015",8684.45,8693.6,8586.85,8660.3
"Apr 06, 2015",8615.8,8667.55,8573.75,8659.9
"Apr 01, 2015",8483.7,8603.4,8464.75,8586.25
"Mar 31, 2015",8527.6,8550.45,8454.15,8491
"Mar 30, 2015",8390.95,8504.55,8380.75,8492.3
"Mar 27, 2015",8396,8413.2,8269.15,8341.4
"Mar 26, 2015",8474.95,8499.45,8325.35,8342.15
"Mar 25, 2015",8568.9,8573.75,8516.55,8530.8
"Mar 24, 2015",8537.05,8627.75,8535.85,8542.95
